id_produto,nome_produto,categoria,preco,ativo,descricao
1,Notebook Lenovo IdeaPad 3 15,Informática,5963.42,True,"Notebook Lenovo IdeaPad 3 15 | Categoria: Informática | Cor: prata | Material: alumínio | Voltagem: 220V | Peso: 33.38 kg | Dimensões: 149x32x80 cm | Capacidade: 16GB RAM | Potência: 65W | Conectividade: Wi-Fi | Recursos: assistência técnica nacional, acabamento premium, baixo ruído | Garantia: 24 meses | Origem: México | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: informática, prata, alumínio, 220V, 16GB RAM, 65W, Wi-Fi, eficiência, durável, custo-benefício | Nulla culpa in consectetur ullam deleniti ratione quibusdam voluptate quas."
83,Realme C55 256GB,Telefonia,4324.13,True,"Realme C55 256GB | Categoria: Telefonia | Cor: prata | Material: cerâmica | Voltagem: 220V | Peso: 7.11 kg | Dimensões: 178x169x48 cm | Capacidade: 128GB | Potência: — | Conectividade: Wi-Fi | Recursos: controle por app, design ergonômico | Garantia: 24 meses | Origem: México | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: telefonia, prata, cerâmica, 220V, 128GB, —, Wi-Fi, eficiência, durável, custo-benefício | Impedit est cum quod accusamus veritatis corrupti quae quis officiis."
84,Secador de Cabelo Taiff 2000W,Beleza,627.76,True,"Secador de Cabelo Taiff 2000W | Categoria: Beleza | Cor: azul-marinho | Material: MDF | Voltagem: 110V | Peso: 11.17 kg | Dimensões: 185x113x43 cm | Capacidade: — | Potência: 849W | Conectividade: Wi-Fi, Bluetooth 5.3, HDMI | Recursos: resistente a riscos, controle por app, assistência técnica nacional, garantia 12 meses, design ergonômico | Garantia: 6 meses | Origem: China | Indicações de uso: escritório | Compatível com: USB-C PD | Palavras-chave: beleza, azul-marinho, MDF, 110V, —, 849W, Wi-Fi, Bluetooth 5.3, HDMI, eficiência, durável, custo-benefício | Quaerat numquam nulla ratione dolore recusandae."
85,Sofá 3 Lugares Retrátil Suede,Móveis,3071.38,True,"Sofá 3 Lugares Retrátil Suede | Categoria: Móveis | Cor: branco | Material: MDF BP | Voltagem: bivolt | Peso: 21.1 kg | Dimensões: 78x125x36 cm | Capacidade: 120kg suportados | Potência: — | Conectividade: Wi-Fi | Recursos: fácil instalação, controle por app, assistência técnica nacional, acabamento premium | Garantia: 6 meses | Origem: China | Indicações de uso: viagem | Compatível com: USB-C PD | Palavras-chave: móveis, branco, MDF BP, bivolt, 120kg suportados, —, Wi-Fi, eficiência, durável, custo-benefício | Dolorum repellendus animi doloremque molestiae eaque nobis recusandae."
86,Motorola Moto G84 5G,Telefonia,3517.96,True,"Motorola Moto G84 5G | Categoria: Telefonia | Cor: champanhe | Material: MDF | Voltagem: 110V | Peso: 1.24 kg | Dimensões: 110x139x63 cm | Capacidade: 256GB | Potência: — | Conectividade: DisplayPort | Recursos: baixo ruído, controle por app, design ergonômico, assistência técnica nacional | Garantia: 24 meses | Origem: Vietnã | Indicações de uso: escritório | Compatível com: tomada padrão | Palavras-chave: telefonia, champanhe, MDF, 110V, 256GB, —, DisplayPort, eficiência, durável, custo-benefício | Soluta expedita consectetur perferendis necessitatibus veritatis libero recusandae cum tenetur."
87,SSD NVMe Kingston 1TB,Informática,1175.41,True,"SSD NVMe Kingston 1TB | Categoria: Informática | Cor: vermelho | Material: vidro temperado | Voltagem: 110V | Peso: 2.23 kg | Dimensões: 23x155x76 cm | Capacidade: 512GB | Potência: 120W | Conectividade: USB-C, Wi-Fi, HDMI | Recursos: acabamento premium, design ergonômico, eficiência energética A, resistente a riscos, baixo ruído | Garantia: 12 meses | Origem: China | Indicações de uso: escritório | Compatível com: USB-C PD | Palavras-chave: informática, vermelho, vidro temperado, 110V, 512GB, 120W, USB-C, Wi-Fi, HDMI, eficiência, durável, custo-benefício | Nobis similique vitae assumenda excepturi voluptate excepturi."
88,Xiaomi Redmi Note 12 6GB/128GB,Telefonia,4241.09,True,"Xiaomi Redmi Note 12 6GB/128GB | Categoria: Telefonia | Cor: preto | Material: aço inox | Voltagem: bivolt | Peso: 6.34 kg | Dimensões: 95x131x71 cm | Capacidade: 6000mAh | Potência: — | Conectividade: DisplayPort | Recursos: proteção contra sobrecarga, controle por app, garantia 12 meses | Garantia: 12 meses | Origem: China | Indicações de uso: viagem | Compatível com: USB-C PD | Palavras-chave: telefonia, preto, aço inox, bivolt, 6000mAh, —, DisplayPort, eficiência, durável, custo-benefício | Quasi vitae doloribus ad quis laboriosam."
89,Kit Manicure Profissional,Beleza,666.87,True,"Kit Manicure Profissional | Categoria: Beleza | Cor: azul-marinho | Material: tecido suede | Voltagem: bivolt | Peso: 16.7 kg | Dimensões: 182x38x58 cm | Capacidade: — | Potência: 2185W | Conectividade: NFC, Wi-Fi, HDMI | Recursos: controle por app, assistência técnica nacional, baixo ruído, design ergonômico | Garantia: 12 meses | Origem: México | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: beleza, azul-marinho, tecido suede, bivolt, —, 2185W, NFC, Wi-Fi, HDMI, eficiência, durável, custo-benefício | Facere veniam repellat eos dolor est quibusdam necessitatibus cupiditate reiciendis sed."
90,Xiaomi Redmi Note 12 6GB/128GB,Telefonia,279.10,False,"Xiaomi Redmi Note 12 6GB/128GB | Categoria: Telefonia | Cor: branco | Material: policarbonato | Voltagem: bivolt | Peso: 19.96 kg | Dimensões: 117x48x57 cm | Capacidade: 256GB | Potência: — | Conectividade: DisplayPort, NFC | Recursos: baixo ruído, garantia 12 meses, assistência técnica nacional, design ergonômico, acabamento premium | Garantia: 24 meses | Origem: Vietnã | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: telefonia, branco, policarbonato, bivolt, 256GB, —, DisplayPort, NFC, eficiência, durável, custo-benefício | Laborum perferendis ab asperiores distinctio ad vel rem numquam."
91,Micro-ondas Electrolux 20L,Eletrodomésticos,2839.03,True,"Micro-ondas Electrolux 20L | Categoria: Eletrodomésticos | Cor: cinza-escuro | Material: MDF BP | Voltagem: 220V | Peso: 34.79 kg | Dimensões: 194x184x38 cm | Capacidade: 500ml | Potência: 1591W | Conectividade: Bluetooth 5.3 | Recursos: acabamento premium, design ergonômico, assistência técnica nacional, garantia 12 meses | Garantia: 12 meses | Origem: México | Indicações de uso: estúdio | Compatível com: USB-C PD | Palavras-chave: eletrodomésticos, cinza-escuro, MDF BP, 220V, 500ml, 1591W, Bluetooth 5.3, eficiência, durável, custo-benefício | Neque nisi quos et optio id consequatur nostrum libero cum inventore vitae veritatis."
92,Mesa de Jantar 4 Lugares,Móveis,2294.69,False,"Mesa de Jantar 4 Lugares | Categoria: Móveis | Cor: azul-marinho | Material: MDF | Voltagem: bivolt | Peso: 25.89 kg | Dimensões: 149x107x55 cm | Capacidade: 200kg suportados | Potência: — | Conectividade: USB-C | Recursos: design ergonômico, eficiência energética A | Garantia: 12 meses | Origem: Vietnã | Indicações de uso: escritório | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: móveis, azul-marinho, MDF, bivolt, 200kg suportados, —, USB-C, eficiência, durável, custo-benefício | Voluptas possimus accusamus doloribus commodi ad earum veritatis ipsa neque."
93,Xiaomi Redmi Note 12 6GB/128GB,Telefonia,5805.98,True,"Xiaomi Redmi Note 12 6GB/128GB | Categoria: Telefonia | Cor: cinza-escuro | Material: MDF | Voltagem: bivolt | Peso: 5.09 kg | Dimensões: 199x160x35 cm | Capacidade: 256GB | Potência: — | Conectividade: NFC | Recursos: assistência técnica nacional, baixo ruído, eficiência energética A | Garantia: 12 meses | Origem: China | Indicações de uso: estúdio | Compatível com: tomada padrão | Palavras-chave: telefonia, cinza-escuro, MDF, bivolt, 256GB, —, NFC, eficiência, durável, custo-benefício | Consequatur iure vitae natus illum distinctio eos eveniet dolor sapiente quo et aut error."
94,iPhone 13 128GB,Telefonia,6753.76,False,"iPhone 13 128GB | Categoria: Telefonia | Cor: prata | Material: vidro temperado | Voltagem: 220V | Peso: 42.09 kg | Dimensões: 131x132x30 cm | Capacidade: 5000mAh | Potência: — | Conectividade: USB-C, Wi-Fi | Recursos: controle por app, assistência técnica nacional | Garantia: 24 meses | Origem: Brasil | Indicações de uso: profissional | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: telefonia, prata, vidro temperado, 220V, 5000mAh, —, USB-C, Wi-Fi, eficiência, durável, custo-benefício | Laborum nobis aperiam dignissimos tempora ab aperiam perspiciatis veritatis reprehenderit fugiat deleniti."
95,iPhone 13 128GB,Telefonia,6980.37,True,"iPhone 13 128GB | Categoria: Telefonia | Cor: champanhe | Material: ABS | Voltagem: 220V | Peso: 43.3 kg | Dimensões: 84x19x6 cm | Capacidade: 5000mAh | Potência: — | Conectividade: DisplayPort, Wi-Fi, USB-C | Recursos: resistente a riscos, acabamento premium, controle por app, eficiência energética A | Garantia: 24 meses | Origem: Vietnã | Indicações de uso: escritório | Compatível com: padrão ABNT | Palavras-chave: telefonia, champanhe, ABS, 220V, 5000mAh, —, DisplayPort, Wi-Fi, USB-C, eficiência, durável, custo-benefício | Commodi dolores officia sit sequi culpa debitis quaerat id vero praesentium."
96,Mouse Logitech MX Master 3S,Informática,1400.45,True,"Mouse Logitech MX Master 3S | Categoria: Informática | Cor: azul-marinho | Material: ABS | Voltagem: bivolt | Peso: 33.2 kg | Dimensões: 85x155x29 cm | Capacidade: 512GB | Potência: — | Conectividade: DisplayPort, USB-C | Recursos: fácil instalação, eficiência energética A | Garantia: 6 meses | Origem: México | Indicações de uso: estúdio | Compatível com: USB-C PD | Palavras-chave: informática, azul-marinho, ABS, bivolt, 512GB, —, DisplayPort, USB-C, eficiência, durável, custo-benefício | Repellat unde hic voluptate dolore quisquam ipsam."
97,iPhone 13 128GB,Telefonia,1869.85,True,"iPhone 13 128GB | Categoria: Telefonia | Cor: azul-marinho | Material: MDF BP | Voltagem: 110V | Peso: 26.29 kg | Dimensões: 156x12x38 cm | Capacidade: 5000mAh | Potência: — | Conectividade: Bluetooth 5.3, Wi-Fi, DisplayPort | Recursos: design ergonômico, garantia 12 meses, fácil instalação, proteção contra sobrecarga, controle por app | Garantia: 24 meses | Origem: China | Indicações de uso: doméstico | Compatível com: USB-C PD | Palavras-chave: telefonia, azul-marinho, MDF BP, 110V, 5000mAh, —, Bluetooth 5.3, Wi-Fi, DisplayPort, eficiência, durável, custo-benefício | Illum quod perferendis earum accusamus error eum inventore saepe."
98,Purificador de Água Consul CPB34,Eletrodomésticos,1441.97,False,"Purificador de Água Consul CPB34 | Categoria: Eletrodomésticos | Cor: champanhe | Material: ABS | Voltagem: 110V | Peso: 33.7 kg | Dimensões: 165x105x58 cm | Capacidade: 2L | Potência: 1724W | Conectividade: DisplayPort, Bluetooth 5.3 | Recursos: controle por app, eficiência energética A, resistente a riscos | Garantia: 24 meses | Origem: China | Indicações de uso: doméstico | Compatível com: tomada padrão | Palavras-chave: eletrodomésticos, champanhe, ABS, 110V, 2L, 1724W, DisplayPort, Bluetooth 5.3, eficiência, durável, custo-benefício | Impedit saepe rerum placeat fugiat aut occaecati."
99,Placa de Vídeo NVIDIA GeForce RTX 4060,Informática,7234.76,True,"Placa de Vídeo NVIDIA GeForce RTX 4060 | Categoria: Informática | Cor: cinza-escuro | Material: ABS | Voltagem: bivolt | Peso: 14.9 kg | Dimensões: 143x123x19 cm | Capacidade: 512GB | Potência: — | Conectividade: DisplayPort | Recursos: baixo ruído, resistente a riscos, garantia 12 meses, design ergonômico, assistência técnica nacional | Garantia: 12 meses | Origem: Brasil | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: informática, cinza-escuro, ABS, bivolt, 512GB, —, DisplayPort, eficiência, durável, custo-benefício | Similique repellat earum iste eos perspiciatis sed eaque."
100,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,2466.30,True,"Geladeira Brastemp Frost Free 375L | Categoria: Eletrodomésticos | Cor: grafite | Material: cerâmica | Voltagem: bivolt | Peso: 2.23 kg | Dimensões: 98x189x13 cm | Capacidade: 500ml | Potência: 723W | Conectividade: HDMI | Recursos: design ergonômico, fácil instalação | Garantia: 6 meses | Origem: México | Indicações de uso: estúdio | Compatível com: USB-C PD | Palavras-chave: eletrodomésticos, grafite, cerâmica, bivolt, 500ml, 723W, HDMI, eficiência, durável, custo-benefício | A hic dolorem quo vel quisquam a aperiam porro facilis."
